,0,1,2
0,지역 및 국가,발생,사망
1,중국,"82,887 ","4,633 "
2,홍콩,"1,044 ",4  
3,대만,440 ,6  
4,마카오,45 ,0  
5,일본,"15,628 ",601 
6,싱가포르,"21,707 ",20  
7,태국,"3,000 ",55  
8,말레이시아,"6,467 ",107  
9,베트남,288 ,0  
10,인도,"56,342 ","1,886  "
11,필리핀,"10,343 ",685  
12,캄보디아,122 ,0  
13,네팔,99 ,0  
14,러시아,"187,859 ","1,723  "
15,스리랑카,797 ,9  
16,아프가니스탄,"3,563 ",105  
17,파키스탄,"26,435 ",599  
18,인도네시아,"12,776 ",930  
19,부탄,7 ,0  
20,몰디브,648 ,3  
21,방글라데시,"12,425 ",186  
22,브루나이,141 ,1  
23,몽골,41 ,0  
24,카자흐스탄,"4,578 ",30 
25,우즈베키스탄,"2,314 ",10 
26,키르기스스탄,906 ,12 
27,동티모르,24 ,0 
28,미얀마,176 ,6 
29,라오스,16 ,0 
30,타지키스탄,461 ,16 
31,이란,"104,691 ","6,541 "
32,쿠웨이트,"7,208 ",47  
33,바레인,"4,404 ",8  
34,아랍에미리트,"16,793 ",174  
35,이라크,"2,543 ",102  
36,오만,"3,112 ",15  
37,레바논,796 ,26  
38,이스라엘,"16,409 ",245  
39,이집트,"7,981 ",482  
40,알제리,"5,182 ",483  
41,카타르,"20,201 ",12  
42,요르단,494 ,9  
43,튀니지,"1,026 ",44  
44,사우디아라비아,"35,432 ",229  
45,모로코,"5,661 ",185  
46,시리아,45 ,3 
47,리비아,64,3
48,예멘,35 ,7 
49,미국,"1,283,829 ","77,178 "
50,캐나다,"66,434 ","4,569  "
51,멕시코,"29,616 ","2,961 "
52,파나마,"7,731 ",218  
53,온두라스,"1,461 ",99 
54,과테말라,798 ,21 
55,코스타리카,761 ,6  
56,엘살바도르,695,15
57,벨리즈,18 ,2 
58,니카라과,16,5
59,도미니카공화국,"9,095 ",373 
60,쿠바,"1,729 ",73 
61,자메이카,478 ,9 
62,트리니다드토바고,116 ,8 
63,아이티,108 ,12 
64,바하마,92 ,11 
65,바베이도스,82 ,7 
66,앤티가바부다,25 ,3 
67,그레나다,21,0
68,세인트루시아,18 ,0 
69,세인트빈센트그레나딘,17 ,0 
70,도미니카연방,16 ,0 
71,세인트키츠네비스,15 ,0 
72,브라질,"145,328 ","9,897 "
73,페루,"61,847 ","1,714  "
74,에콰도르,"30,298 ","1,654  "
75,칠레,"24,581 ",285  
76,콜롬비아 ,"8,959 ",397  
77,아르헨티나,"5,305 ",275  
78,볼리비아,"1,886 ",91 
79,우루가이,673 ,17 
80,파라과이,462 ,10  
81,베네수엘라,379 ,10 
82,가이아나,93 ,10 
83,수리남,10 ,1 
84,이탈리아,"217,185 ","30,201 "
85,독일,"170,588 ","7,510  "
86,프랑스,"138,421 ","26,230  "
87,영국,"211,364 ","31,241  "
88,스페인,"222,857 ","26,251  "
89,오스트리아,"15,714 ",614  
90,크로아티아,"2,125 ",86  
91,핀란드,"5,673 ",255  
92,스웨덴,"25,265 ","3,175  "
93,스위스,"30,207 ","1,526  "
94,벨기에,"52,011 ","8,521  "
95,덴마크,"10,083 ",514  
