,0,1,2
0,지역 및 국가,발생,사망
1,중국,"81,340 ","3,292 "
2,홍콩,453 ,4  
3,대만,252 ,2  
4,마카오,33 ,0  
5,일본,"1,387 ",46  
6,싱가포르,683 ,2  
7,태국,934 ,4  
8,말레이시아,"1,796 ",19  
9,베트남,141 ,0  
10,인도,649 ,13  
11,필리핀,636 ,38  
12,캄보디아,96 ,0  
13,네팔,3 ,0  
14,러시아,840 ,2  
15,스리랑카,102 ,0  
16,아프가니스탄,80 ,2  
17,파키스탄,"1,057 ",8  
18,인도네시아,790 ,58  
19,부탄,2 ,0  
20,몰디브,13 ,0  
21,방글라데시,39 ,4  
22,브루나이,109 ,0  
23,몽골,10 ,0  
24,카자흐스탄,97 ,0 
25,우즈베키스탄,65 ,0 
26,키르기스스탄,44 ,0 
27,동티모르,1 ,0 
28,미얀마,3 ,0 
29,라오스,2 ,0 
30,이란,"29,406 ","2,234 "
31,쿠웨이트,208 ,0  
32,바레인,457 ,4  
33,아랍에미리트,333 ,2  
34,이라크,382 ,36  
35,오만,109 ,0  
36,레바논,368 ,6  
37,이스라엘,"2,369 ",5  
38,이집트,456 ,21  
39,알제리,264 ,17  
40,카타르,537 ,0  
41,요르단,172 ,0  
42,튀니지,173 ,5  
43,사우디,"1,012 ",3  
44,모로코,225 ,6  
45,시리아,5 ,0 
46,리비아,1,0
47,미국,"83,507 ","1,201 "
48,캐나다,"3,409 ",35  
49,브라질,"2,433 ",57  
50,멕시코,478 ,5  
51,에콰도르,"1,211 ",29  
52,도미니카공화국,392 ,10  
53,아르헨티나,387 ,6  
54,칠레,"1,142 ",3  
55,콜롬비아,470 ,4  
56,페루,480 ,9  
57,코스타리카,201 ,2  
58,파라과이,41 ,3  
59,파나마,558 ,8  
60,볼리비아,39 ,0 
61,자메이카,26 ,1 
62,온두라스,52 ,0 
63,세인트빈센트그레나딘,1 ,0 
64,쿠바,57 ,1 
65,가이아나,5 ,1 
66,베네수엘라,91 ,0 
67,엔티가바부다,3 ,0 
68,트리니다드 토바고,60 ,1 
69,우루과이,217 ,0 
70,세이트루시아,3 ,0 
71,수리남,7 ,0 
72,과테말라,24 ,1 
73,바하마,5 ,0 
74,엘살바도르,13,0
75,바베이도스,18 ,0 
76,니카라과,2,0
77,아이티,8 ,0 
78,그레나다,1,0
79,벨리즈,2 ,0 
80,도미니카연방,7 ,0 
81,세인트키츠네비스,2 ,0 
82,이탈리아,"80,539 ","8,165 "
83,독일,"43,938 ",267  
84,프랑스,"29,155 ","1,696  "
85,영국,"10,658 ",578  
86,스페인,"56,188 ","4,089  "
87,오스트리아,"5,888 ",34  
88,크로아티아,418 ,1  
89,핀란드,880 ,3  
90,스웨덴,"2,510 ",42  
91,스위스,"10,714 ",161  
92,벨기에,"4,937 ",178  
93,덴마크,"1,724 ",34  
94,에스토니아,404 ,1  
95,조지아,77 ,0  
96,그리스,821 ,22  
97,북마케도니아,177 ,2  
98,노르웨이,"2,916 ",12  
99,루마니아,906 ,13  
100,네덜란드,"6,412 ",356  
101,벨라루스,86 ,0  
102,리투아니아,274 ,4  
103,산마리노,208 ,21  
104,아제르바이잔,93 ,2  
105,아이슬란드,737 ,2  
106,모나코,23 ,0  
107,룩셈부르크,"1,333 ",8  
108,아르메니아,290 ,0  
109,아일랜드,"1,564 ",9  
110,체코,"1,654 ",6  
111,포르투갈,"2,995 ",43  
112,라트비아,221 ,0  
113,안도라,213 ,3  
114,폴란드,"1,051 ",14  
115,우크라이나,156 ,5  
116,헝가리,261 ,10  
117,보스니아헤르체고비나,173 ,3  
118,슬로베니아,528 ,4  
119,리히텐슈타인,51 ,0  
120,세르비아,384 ,4  
121,슬로바키아,216 ,0  
122,불가리아,242 ,3  
123,몰타,129 ,0  
124,몰도바,149 ,1  
125,알바니아,174 ,5  
126,사이프러스,132 ,3  
127,터키,"2,433 ",59 
128,몬테네그로,52 ,1 
129,코소보,72,1
130,호주,"2,799 ",11 
131,뉴질랜드,262 ,0  
132,피지,5 ,0 
133,파푸아뉴기니,1 ,0 
134,나이지리아,46 ,1 
135,세네갈,99 ,0  
136,카메룬,70 ,1  
137,남아프리카공화국,709 ,0  
138,토고,23 ,0  
139,부르키나파소,146 ,4 
140,DR콩고,51 ,3 
141,코트디부아르,80 ,0 
142,수단,3 ,1 
143,에티오피아,12 ,0 
144,가봉,6 ,1 
145,가나,68 ,2 
146,기니,4 ,0 
147,케냐,25 ,0 
148,나미비아,5 ,0 
149,중앙아프리카공화국,5 ,0 
150,콩고,4 ,0 
151,적도기니,6 ,0 
152,에스와티니,4 ,0 
153,모리타니아,2 ,0 
154,르완다,41 ,0 
155,세이셸,7 ,0 
156,베냉,5 ,0 
157,라이베리아,3 ,0 
158,탄자니아,13 ,0 
159,지부티,12 ,0 
160,모리셔스,2 ,0 
161,감비아,3 ,0 
162,잠비아,47 ,2 
163,차드,3 ,0 
164,니제르,2 ,0 
165,소말리아,3 ,0 
166,카보베르데,2 ,1 
167,짐바브웨,2 ,0 
168,마다가스카르,19 ,0 
169,앙골라,2 ,0 
