,0,1,2
0,지역 및 국가,발생,사망
1,중국,"82,830 ","4,633 "
2,홍콩,"1,037 ",4  
3,대만,429 ,6  
4,마카오,45 ,0  
5,일본,"13,385 ",351 
6,싱가포르,"13,624 ",12  
7,태국,"2,922 ",51  
8,말레이시아,"5,742 ",98  
9,베트남,270 ,0  
10,인도,"26,496 ",824  
11,필리핀,"7,294 ",494  
12,캄보디아,122 ,0  
13,네팔,49 ,0  
14,러시아,"80,949 ",747  
15,스리랑카,460 ,7  
16,아프가니스탄,"1,463 ",49  
17,파키스탄,"13,197 ",277  
18,인도네시아,"8,607 ",720  
19,부탄,7 ,0  
20,몰디브,137 ,0  
21,방글라데시,"4,998 ",140  
22,브루나이,138 ,1  
23,몽골,37 ,0  
24,카자흐스탄,"2,601 ",25 
25,우즈베키스탄,"1,865 ",8 
26,키르기스스탄,682 ,8 
27,동티모르,24 ,0 
28,미얀마,146 ,5 
29,라오스,16 ,0 
30,이란,"90,481 ","5,710 "
31,쿠웨이트,"3,075 ",20  
32,바레인,"2,633 ",8  
33,아랍에미리트,"10,349 ",76  
34,이라크,"1,763 ",86  
35,오만,"1,998 ",10  
36,레바논,707 ,24  
37,이스라엘,"15,398 ",199  
38,이집트,"4,319 ",307  
39,알제리,"3,256 ",419  
40,카타르,"10,287 ",10  
41,요르단,447 ,7  
42,튀니지,939 ,38  
43,사우디아라비아,"17,522 ",139  
44,모로코,"4,047 ",160  
45,시리아,42 ,3 
46,리비아,61,2
47,예멘,1 ,0 
48,미국,"963,168 ","54,810 "
49,캐나다,"45,778 ","2,489  "
50,브라질,"61,888 ","4,205  "
51,멕시코,"13,842 ","1,305  "
52,에콰도르,"22,719 ",576  
53,도미니카공화국,"5,926 ",273  
54,아르헨티나,"3,701 ",179  
55,칠레,"13,331 ",189  
56,콜롬비아,"4,881 ",225  
57,페루,"27,517 ",728  
58,코스타리카,687 ,6  
59,파라과이,223 ,9  
60,파나마,"5,338 ",154  
61,볼리비아,807 ,44 
62,자메이카,288 ,7 
63,온두라스,591 ,55 
64,세인트빈센트그레나딘,14 ,0 
65,쿠바,"1,337 ",52 
66,가이아나,73 ,7 
67,베네수엘라,318 ,10 
68,앤티가바부다,24 ,3 
69,트리니다드토바고,115 ,8 
70,우루과이,563 ,12 
71,세인트루시아,15 ,0 
72,수리남,10 ,1 
73,과테말라,430 ,13 
74,바하마,72 ,11 
75,엘살바도르,274,8
76,바베이도스,77 ,6 
77,니카라과,11,3
78,아이티,72 ,6 
79,그레나다,15,0
80,벨리즈,18 ,2 
81,도미니카연방,16 ,0 
82,세인트키츠네비스,15 ,0 
83,이탈리아,"197,675 ","26,644 "
84,독일,"157,495 ","5,944  "
85,프랑스,"124,575 ","22,856  "
86,영국,"152,840 ","20,732  "
87,스페인,"207,634 ","23,190  "
88,오스트리아,"15,189 ",536  
89,크로아티아,"2,016 ",54  
90,핀란드,"4,475 ",186  
91,스웨덴,"18,640 ","2,194  "
92,스위스,"29,061 ","1,337  "
93,벨기에,"46,134 ","7,094  "
94,덴마크,"8,445 ",418  
95,에스토니아,"1,635 ",46  
96,조지아,485 ,5  
97,그리스,"2,506 ",130  
98,북마케도니아,"1,367 ",59  
99,노르웨이,"7,467 ",193  
100,루마니아,"11,036 ",608  
101,네덜란드,"37,845 ","4,475  "
102,벨라루스,"9,590 ",67  
103,리투아니아,"1,438 ",41  
104,산마리노,513 ,40  
105,아제르바이잔,"1,617 ",21  
106,아이슬란드,"1,790 ",10  
107,모나코,98 ,1  
108,룩셈부르크,"3,711 ",85  
109,아르메니아,"1,746 ",28  
110,아일랜드,"19,262 ","1,087  "
111,체코,"7,352 ",218  
112,포르투갈,"23,864 ",903  
113,라트비아,804 ,12  
114,안도라,738 ,40  
115,폴란드,"11,617 ",535  
116,우크라이나,"8,617 ",209  
117,헝가리,"2,500 ",272  
118,보스니아 헤르체고비나,"1,485 ",56  
119,슬로베니아,"1,388 ",81  
120,리히텐슈타인,83 ,1  
121,세르비아,"7,779 ",151  
122,슬로바키아,"1,373 ",17  
123,불가리아,"1,247 ",55  
124,몰타,448 ,4  
125,몰도바,"3,304 ",94  
126,알바니아,712 ,27  
127,사이프러스,810 ,17  
128,터키,"110,130 ","2,805 "
129,몬테네그로,319 ,6 
130,코소보,731,20
131,호주,"6,703 ",81 
132,뉴질랜드,"1,121 ",18  
133,피지,18 ,0 
134,파푸아뉴기니,8 ,0 
135,나이지리아,"1,182 ",35 
136,세네갈,614 ,7  
137,카메룬,"1,518 ",53  
138,남아프리카공화국,"4,361 ",86  
139,토고,96 ,6  
140,부르키나파소,629 ,41 
141,DR콩고,442 ,28 
142,코트디부아르,"1,111 ",14 
