,0,1,2
0,지역 및 국가,발생,사망
1,중국,"82,967 ","4,634 "
2,홍콩,"1,055 ",4  
3,대만,440 ,7  
4,마카오,45 ,0  
5,일본,"16,424 ",777  
6,싱가포르,"29,364 ",22 
7,태국,"3,034 ",56  
8,말레이시아,"6,978 ",114  
9,베트남,324 ,0  
10,인도,"106,750 ","3,303  "
11,필리핀,"12,942 ",837  
12,캄보디아,122 ,0  
13,네팔,402 ,2  
14,러시아,"308,705 ","2,972  "
15,스리랑카,"1,027 ",9  
16,아프가니스탄,"8,145 ",187  
17,파키스탄,"45,898 ",985  
18,인도네시아,"18,496 ","1,221  "
19,부탄,21 ,0  
20,몰디브,"1,143 ",4  
21,방글라데시,"25,121 ",370  
22,브루나이,141 ,1  
23,몽골,140 ,0  
24,카자흐스탄,"6,969 ",35  
25,우즈베키스탄,"2,880 ",13  
26,키르기스스탄,"1,270 ",14  
27,동티모르,24 ,0  
28,미얀마,193 ,6  
29,라오스,19 ,0  
30,타지키스탄,"1,936 ",44  
31,이란,"126,949 ","7,183 "
32,바레인,"7,532 ",12  
33,이집트,"14,229 ",680  
34,이라크,"3,724 ",134  
35,요르단,672 ,9  
36,쿠웨이트,"17,568 ",124  
37,레바논,961 ,26  
38,리비아,68 ,3  
39,모로코,"7,133 ",194  
40,오만,"6,043 ",29  
41,카타르,"37,097 ",16  
42,사우디아라비아,"62,545 ",339  
43,시리아,58 ,3  
44,튀니지,"1,044 ",47  
45,이스라엘,"16,667 ",279  
46,아랍에미리트,"25,063 ",227  
47,알제리,"7,377 ",561  
48,예멘,171 ,29  
49,미국,"1,548,646 ","93,163 "
50,캐나다,"79,491 ","5,955  "
51,멕시코,"54,346 ","5,666 "
52,파나마,"9,726 ",279  
53,온두라스,"2,798 ",146  
54,과테말라,"2,001 ",38  
55,코스타리카,882 ,10  
56,엘살바도르,"1,498 ",30  
57,벨리즈,18 ,2  
58,니카라과,25 ,8  
59,도미니카공화국,"13,223 ",441 
60,쿠바,"1,887 ",79  
61,자메이카,520 ,9  
62,트리니다드토바고,116 ,8  
63,아이티,533 ,21  
64,바하마,96 ,11  
65,바베이도스,88 ,7  
66,앤티가바부다,25 ,3  
67,그레나다,22 ,0  
68,세인트루시아,18 ,0  
69,세인트빈센트그레나딘,17 ,0  
70,도미니카연방,16 ,0  
71,세인트키츠네비스,15 ,0  
72,브라질,"291,579 ","18,859 "
73,페루,"104,020 ","3,024  "
74,에콰도르,"34,854 ","2,888  "
75,칠레,"53,617 ",544  
76,콜롬비아 ,"16,295 ",592  
77,아르헨티나,"8,371 ",382  
78,볼리비아,"4,263 ",174  
79,우루과이,737 ,20  
80,파라과이,829 ,11  
81,베네수엘라,618 ,10  
82,가이아나,124 ,10  
83,수리남,11 ,1  
84,이탈리아,"227,364 ","32,330 "
85,독일,"178,473 ","8,144  "
86,프랑스,"143,845 ","28,132  "
87,영국,"248,293 ","35,704  "
88,스페인,"232,555 ","27,888  "
89,오스트리아,"16,319 ",633  
90,크로아티아,"2,232 ",96  
91,핀란드,"6,399 ",301  
92,스웨덴,"31,523 ","3,831  "
93,스위스,"30,658 ","1,630  "
94,벨기에,"55,983 ","9,150  "
95,덴마크,"11,044 ",551  
96,에스토니아,"1,791 ",64  
97,조지아,713 ,12  
98,그리스,"2,840 ",165  
99,북마케도니아,"1,839 ",106  
100,노르웨이,"8,257 ",233  
101,루마니아,"17,387 ","1,141  "
102,네덜란드,"44,447 ","5,748  "
103,벨라루스,"31,508 ",175  
104,리투아니아,"1,562 ",60  
105,산마리노,668 ,41  
106,아제르바이잔,"3,518 ",41  
107,아이슬란드,"1,802 ",10  
108,모나코,96 ,1  
109,룩셈부르크,"3,958 ",109  
110,아르메니아,"5,271 ",67  
111,아일랜드,"24,315 ","1,571  "
112,체코,"8,647 ",302  
113,포르투갈,"29,660 ","1,263  "
114,라트비아,"1,012 ",21  
115,안도라,761 ,51  
116,폴란드,"19,739 ",962  
117,우크라이나,"19,230 ",564  
118,헝가리,"3,598 ",470  
119,보스니아 헤르체고비나,"2,319 ",133  
120,슬로베니아,"1,467 ",104  
121,리히텐슈타인,83 ,1  
122,세르비아,"10,733 ",234  
123,슬로바키아,"1,495 ",28  
124,불가리아,"2,292 ",116  
125,몰타,560 ,6  
126,몰도바,"6,340 ",224  
127,알바니아,964 ,31  
128,사이프러스,918 ,17  
129,터키,"152,587 ","4,222 "
130,몬테네그로,324 ,9  
131,코소보,989 ,29  
132,호주,"7,068 ",99 
133,뉴질랜드,"1,153 ",21  
134,피지,18 ,0  
135,파푸아뉴기니,8 ,0  
136,나이지리아,"6,401 ",192 
137,세네갈,"2,617 ",30  
138,카메룬,"3,529 ",140  
139,남아프리카공화국,"17,200 ",312  
140,토고,338 ,12  
141,부르키나파소,806 ,52  
142,DR콩고,"1,730 ",60  
143,코트디부아르,"2,153 ",28  
144,수단,"2,728 ",111  
145,에티오피아,365 ,5  
146,가봉,"1,502 ",12  
147,가나,"6,096 ",31  
148,기니,"2,796 ",16  
149,케냐,963 ,50  
150,나미비아,16 ,0  
151,중앙아프리카공화국,411 ,0  
152,콩고,420 ,15  
153,적도기니,890 ,7  
154,에스와티니,208 ,2  
155,모리타니아,131 ,4  
156,르완다,308 ,0  
157,세이쉘,11 ,0  
158,베냉,130 ,2  
159,라이베리아,233 ,23  
160,탄자니아,509 ,21  
161,지부티,"1,828 ",9  
162,감비아,24 ,1  
163,잠비아,772 ,7  
164,모리셔스,332 ,10  
165,차드,545 ,56  
166,니제르,914 ,55  
167,카보베르데,335 ,3  
168,짐바브웨,46 ,4  
169,소말리아,"1,573 ",61  
170,마다가스카르,332 ,2  
171,앙골라,52 ,3  
172,에리트레아,39 ,0  
173,우간다,260 ,0  
174,모잠비크,146 ,0  
175,기니비사우,"1,038 ",6  
176,말리,901 ,53  
177,보츠와나,25 ,1  
178,브룬디,42 ,1  
179,시에라리온,534 ,33  
180,말라위,71 ,3  
181,남수단,282 ,4  
182,상투메프린시페,165 ,7  
183,코모로,34 ,1  
184,레소토,1 ,0  
185,일본크루즈 포함 34개 영토,"8,593",299
186,합계,"4,927,201","326,488"
