,0,1,2
0,지역 및 국가,발생,사망
1,중국,"85,048","4,634"
2,홍콩,"4,801",88
3,대만,488,7
4,마카오,46,0
5,일본,"67,865","1,279 "
6,싱가포르,"56,771",27
7,태국,"3,411",58
8,말레이시아,"9,317",125
9,베트남,"1,040",32
10,인도,"3,542,733","63,498"
11,필리핀,"213,131","3,419"
12,캄보디아,273,0
13,네팔,"37,340",207
14,스리랑카,"2,995",12
15,아프가니스탄,"38,162","1,402"
16,파키스탄,"295,636","6,288"
17,인도네시아,"169,195","7,261"
18,부탄,195,0
19,몰디브,"7,578",28
20,방글라데시,"308,925","4,206"
21,브루나이,144,3
22,몽골,301,0
23,카자흐스탄,"130,673","1,781"
24,우즈베키스탄,"41,303",311
25,키르기스스탄,"43,820","1,059"
26,동티모르,27,0
27,미얀마,749,6
28,라오스,22,0
29,타지키스탄,"8,516",68
30,이란,"373,570","21,462"
31,바레인,"51,391",189
32,이집트,"98,497","5,376"
33,이라크,"231,177","6,959"
34,요르단,"1,966",15
35,쿠웨이트,"84,636",530
36,레바논,"16,275",155
37,리비아,"13,423",232
38,모로코,"60,056","1,078"
39,오만,"85,544",677
40,카타르,"118,575",197
41,사우디아라비아,"314,821","3,870"
42,시리아,"2,628",106
43,튀니지,"3,572",76
44,이스라엘,"114,020",919
45,아랍에미리트,"69,690",382
46,알제리,"43,782","1,491"
47,예멘,"1,950",564
48,미국,"5,993,668","183,034"
49,캐나다,"127,940","9,117"
50,멕시코,"595,841"," 64,158 "
51,파나마,"90,624","1,966"
52,온두라스,"58,810","1,827"
53,과테말라,"73,679","2,728"
54,코스타리카,"38,485",407
55,엘살바도르,"25,537",708
56,벨리즈,870,12
57,니카라과,"3,659",137
58,도미니카공화국,"93,726","1,673"
59,쿠바,"3,925",94
60,자메이카,"2,011",19
61,트리니다드토바고,"1,577",19
62,아이티,"8,174",201
63,바하마,"2,057",40
64,바베이도스,166,7
65,앤티가바부다,94,3
66,그레나다,24,0
67,세인트루시아,26,0
68,세인트빈센트 그레나딘,60,0
69,도미니카연방,20,0
70,세인트키츠네비스,17,0
71,브라질,"3,862,311","120,828"
72,페루,"639,435","28,607"
73,에콰도르,"112,906","6,537"
74,칠레,"409,974","11,244"
75,콜롬비아 ,"590,520","18,767"
76,아르헨티나,"392,009","8,305"
77,볼리비아,"114,409","4,846"
78,우루과이,"1,556",43
79,파라과이,"15,874",280
80,베네수엘라,"43,879",358
81,가이아나,"1,180",35
82,수리남,"3,848",66
83,이탈리아,"268,218","35,477"
84,독일,"243,305","9,300"
85,프랑스,"277,943","30,606"
86,영국,"334,467","41,499"
87,스페인,"439,286","29,011"
88,오스트리아,"27,213",733
89,크로아티아,"9,861",183
90,핀란드,"8,049",335
91,스웨덴,"83,958","5,821"
92,스위스,"42,014","1,725"
93,벨기에,"83,406","9,884"
94,덴마크,"16,700",624
95,에스토니아,"2,363",64
96,조지아,"1,469",19
97,그리스,"9,977",260
98,북마케도니아,"14,293",596
99,노르웨이,"10,543",264
100,루마니아,"86,785","3,578"
101,네덜란드,"69,563","6,215"
102,벨라루스,"71,523",671
103,리투아니아,"2,839",86
104,산마리노,733,42
105,아제르바이잔,"36,174",529
106,아이슬란드,"2,100",10
107,모나코,130,1
108,룩셈부르크,"6,580",124
109,아르메니아,"43,750",877
110,아일랜드,"28,760","1,777"
111,체코,"24,094",421
112,포르투갈,"57,768","1,819"
113,라트비아,"1,375",34
114,안도라,"1,124",53
115,폴란드,"66,870","2,033"
116,우크라이나,"116,978","2,492"
117,헝가리,"5,669",614
118,보스니아 헤르체고비나,"19,546",588
119,슬로베니아,"2,834",128
120,리히텐슈타인,107,1
121,세르비아,"31,282",710
122,슬로바키아,"3,842",33
123,불가리아,"16,164",605
124,몰타,"1,847",10
125,몰도바,"36,404",990
126,알바니아,"9,279",275
127,사이프러스,"1,483",21
128,터키,"268,546","6,326"
129,몬테네그로,"4,685",92
130,코소보,"13,172",498
131,러시아,"990,326","17,093"
132,호주,"25,547",600
133,뉴질랜드,"1,378",22
134,피지,28,2
135,파푸아뉴기니,459,5
136,나이지리아,"53,727","1,011"
137,세네갈,"13,456",282
138,카메룬,"19,142",411
139,남아프리카공화국,"622,551","13,981"
140,토고,"1,390",27
141,부르키나파소,"1,357",55
142,DR콩고,"9,993",255
143,코트디부아르,"17,893",115
144,수단,"13,189",823
145,에티오피아,"49,654",770
146,가봉,"8,505",53
147,가나,"43,949",270
148,기니,"9,251",59
149,케냐,"33,794",572
150,나미비아,"7,116",69
151,중앙아프리카공화국,"4,700",61
152,콩고,"3,979",78
153,적도기니,"4,941",83
154,에스와티니,"4,510",91
155,모리타니아,"7,012",158
156,르완다,"3,843",16
157,세이쉘,131,0
158,베냉,"2,145",40
159,라이베리아,"1,303",82
160,탄자니아,509,21
161,지부티,"5,385",60
162,감비아,"2,797",96
163,잠비아,"11,902",284
164,모리셔스,346,10
165,차드,"1,008",77
166,니제르,"1,175",69
167,카보베르데,"3,778",39
168,짐바브웨,"6,406",196
169,소말리아,"3,310",97
170,마다가스카르,"14,791",190
171,앙골라,"2,551",107
172,에리트레아,318,0
173,우간다,"2,756",28
174,모잠비크,"3,760",22
175,기니비사우,"2,149",33
176,말리,"2,757",126
177,보츠와나,"1,633",6
178,브룬디,445,1
179,시에라리온,"2,019",70
180,말라위,"5,528",174
181,남수단,"2,519",47
182,상투메프린시페,895,15
183,코모로,423,7
184,레소토,"1,066",31
185,일본크루즈 포함 34개 영토,"86,035",880
186,합계,"25,091,570","843,967"
