,0,1,2
0,지역 및 국가,발생,사망
1,중국,"82,052 ","3,339 "
2,홍콩,"1,000 ",4  
3,대만,385 ,6  
4,마카오,45 ,0  
5,일본,"6,748 ",98 
6,싱가포르,"2,299 ",8  
7,태국,"2,518 ",35  
8,말레이시아,"4,346 ",70  
9,베트남,257 ,0  
10,인도,"7,447 ",239  
11,필리핀,"4,195 ",221  
12,캄보디아,120 ,0  
13,네팔,9 ,0  
14,러시아,"13,584 ",106  
15,스리랑카,197 ,7  
16,아프가니스탄,521 ,15  
17,파키스탄,"4,970 ",77  
18,인도네시아,"3,512 ",306  
19,부탄,5 ,0  
20,몰디브,19 ,0  
21,방글라데시,424 ,27  
22,브루나이,136 ,1  
23,몽골,16 ,0  
24,카자흐스탄,859 ,10 
25,우즈베키스탄,624 ,3 
26,키르기스스탄,339 ,5 
27,동티모르,2 ,0 
28,미얀마,28 ,3 
29,라오스,16 ,0 
30,이란,"70,029 ","4,357 "
31,쿠웨이트,"1,154 ",1  
32,바레인,"1,016 ",6  
33,아랍에미리트,"3,736 ",20  
34,이라크,"1,318 ",72  
35,오만,546 ,3  
36,레바논,619 ,20  
37,이스라엘,"10,743 ",101
38,이집트,"1,794 ",135  
39,알제리,"1,761 ",256  
40,카타르,"2,728 ",6  
41,요르단,372 ,7  
42,튀니지,671 ,25  
43,사우디아라비아,"4,033 ",52  
44,모로코,"1,527 ",110  
45,시리아,25 ,2 
46,리비아,24,1
47,예멘,1 ,0 
48,미국,"524,903 ","20,389 "
49,캐나다,"23,301 ",653  
50,브라질,"20,727 ","1,124  "
51,멕시코,"3,441 ",194  
52,에콰도르,"7,161 ",297  
53,도미니카공화국,"2,349 ",118  
54,아르헨티나,"1,929 ",79  
55,칠레,"6,501 ",65  
56,콜롬비아,"2,223 ",69  
57,페루,"5,256 ",138  
58,코스타리카,539 ,3  
59,파라과이,129 ,6  
60,파나마,"2,752 ",66  
61,볼리비아,268 ,19 
62,자메이카,63 ,4 
63,온두라스,382 ,23 
64,세인트빈센트그레나딘,12 ,0 
65,쿠바,564 ,15 
66,가이아나,37 ,6 
67,베네수엘라,171 ,9 
68,앤티가바부다,19 ,2 
69,트리니다드토바고,109 ,8 
70,우루과이,473 ,7 
71,세인트루시아,14 ,0 
72,수리남,10 ,0 
73,과테말라,126 ,3 
74,바하마,41 ,8 
75,엘살바도르,117,6
76,바베이도스,66 ,4 
77,니카라과,7,1
78,아이티,30 ,2 
79,그레나다,12,0
80,벨리즈,10 ,1 
81,도미니카연방,16 ,0 
82,세인트키츠네비스,11 ,0 
83,이탈리아,"152,271 ","19,468 "
84,독일,"124,908 ","2,736* "
85,프랑스,"93,790 ","13,832  "
86,영국,"78,991 ","9,875  "
87,스페인,"161,852 ","16,353  "
88,오스트리아,"13,776 ",337  
89,크로아티아,"1,495 ",21  
90,핀란드,"2,769 ",48  
91,스웨덴,"9,685 ",870  
92,스위스,"24,900 ",831  
