,0,1,2
0,지역 및 국가,발생,사망
1,중국,"82,367 ","3,342 "
2,홍콩,"1,017 ",4  
3,대만,395 ,6  
4,마카오,45 ,0  
5,일본,"9,167 ",148 
6,싱가포르,"4,427 ",10  
7,태국,"2,672 ",46  
8,말레이시아,"5,072 ",83  
9,베트남,267 ,0  
10,인도,"12,380 ",414  
11,필리핀,"5,453 ",349  
12,캄보디아,122 ,0  
13,네팔,16 ,0  
14,러시아,"27,938 ",232  
15,스리랑카,238 ,7  
16,아프가니스탄,794 ,29  
17,파키스탄,"5,988 ",107  
18,인도네시아,"5,136 ",469  
19,부탄,5 ,0  
20,몰디브,21 ,0  
21,방글라데시,"1,231 ",50  
22,브루나이,136 ,1  
23,몽골,30 ,0  
24,카자흐스탄,"1,295 ",16 
25,우즈베키스탄,"1,349 ",4 
26,키르기스스탄,466 ,5 
27,동티모르,6 ,0 
28,미얀마,85 ,4 
29,라오스,16 ,0 
30,이란,"77,995 ","4,869 "
31,쿠웨이트,"1,524 ",3  
32,바레인,"1,698 ",7  
33,아랍에미리트,"5,365 ",33  
34,이라크,"1,434 ",80  
35,오만,910 ,4  
36,레바논,663 ,21  
37,이스라엘,"12,758 ",142  
38,이집트,"2,505 ",183  
39,알제리,"2,160 ",336  
40,카타르,"4,103 ",7  
41,요르단,401 ,7  
42,튀니지,780 ,35  
43,사우디아라비아,"6,380 ",83  
44,모로코,"2,251 ",128  
45,시리아,33 ,2 
46,리비아,48,1
47,예멘,1 ,0 
48,미국,"658,263 ","32,186 "
49,캐나다,"28,884 ","1,048  "
50,브라질,"30,425 ","1,924  "
51,멕시코,"5,399 ",406  
52,에콰도르,"7,858 ",388  
53,도미니카공화국,"3,614 ",189  
54,아르헨티나,"2,477 ",108  
55,칠레,"8,273 ",94  
56,콜롬비아,"2,979 ",127  
57,페루,"12,491 ",274  
58,코스타리카,618 ,3  
59,파라과이,161 ,8  
60,파나마,"3,574 ",95  
61,볼리비아,397 ,28 
62,자메이카,105 ,5 
63,온두라스,419 ,31 
64,세인트빈센트그레나딘,12 ,0 
65,쿠바,814 ,24 
66,가이아나,48 ,6 
67,베네수엘라,193 ,9 
68,앤티가바부다,23 ,2 
69,트리니다드토바고,114 ,8 
70,우루과이,492 ,8 
71,세인트루시아,15 ,0 
72,수리남,10 ,1 
73,과테말라,180 ,5 
74,바하마,49 ,8 
75,엘살바도르,159,6
76,바베이도스,73 ,5 
77,니카라과,9,1
78,아이티,41 ,3 
79,그레나다,14,0
80,벨리즈,18 ,2 
81,도미니카연방,16 ,0 
82,세인트키츠네비스,14 ,0 
83,이탈리아,"168,941 ","22,170 "
84,독일,"136,569 ","4,052  "
85,프랑스,"108,847 ","17,920  "
86,영국,"103,093 ","13,729  "
87,스페인,"182,816 ","19,130  "
88,오스트리아,"14,476 ",393  
89,크로아티아,"1,741 ",34  
90,핀란드,"3,237 ",72  
91,스웨덴,"12,540 ","1,333  "
92,스위스,"26,732 ","1,017  "
93,벨기에,"34,809 ","4,857  "
94,덴마크,"6,681 ",309  
95,에스토니아,"1,402 ",35  
96,조지아,336 ,3  
97,그리스,"2,192 ",102  
98,북마케도니아,974 ,45  
99,노르웨이,"6,677 ",130  
100,루마니아,"7,216 ",372  
101,네덜란드,"29,214 ","3,315  "
102,벨라루스,"3,728 ",36  
103,리투아니아,"1,091 ",29  
104,산마리노,393 ,36  
105,아제르바이잔,"1,253 ",13  
106,아이슬란드,"1,727 ",8  
107,모나코,93 ,0  
108,룩셈부르크,"3,373 ",69  
109,아르메니아,"1,135 ",18  
110,아일랜드,"13,271 ",486  
111,체코,"6,303 ",166  
112,포르투갈,"18,841 ",629  
113,라트비아,666 ,5  
