,0,1,2
0,지역 및 국가,발생,사망
1,중국,"82,993 ","4,634 "
2,홍콩,"1,065 ",4  
3,대만,441 ,7  
4,마카오,45 ,0  
5,일본,"16,651 ",858 
6,싱가포르,"32,343 ",23  
7,태국,"3,045 ",57  
8,말레이시아,"7,417 ",115  
9,베트남,326 ,0  
10,인도,"145,380 ","4,167  "
11,필리핀,"14,319 ",873  
12,캄보디아,124 ,0  
13,네팔,682 ,4  
14,러시아,"362,342 ","3,807  "
15,스리랑카,"1,182 ",10  
16,아프가니스탄,"11,831 ",220  
17,파키스탄,"57,705 ","1,197  "
18,인도네시아,"22,750 ","1,391  "
19,부탄,27 ,0  
20,몰디브,"1,395 ",4  
21,방글라데시,"35,585 ",501  
22,브루나이,141 ,1  
23,몽골,141 ,0  
24,카자흐스탄,"8,969 ",35  
25,우즈베키스탄,"3,261 ",13  
26,키르기스스탄,"1,468 ",16  
27,동티모르,24 ,0  
28,미얀마,203 ,6  
29,라오스,19 ,0  
30,타지키스탄,"3,100 ",46  
31,이란,"139,511 ","7,508 "
32,바레인,"9,223 ",14  
33,이집트,"17,967 ",783  
34,이라크,"4,848 ",169  
35,요르단,718 ,9  
36,쿠웨이트,"22,575 ",172  
37,레바논,"1,140 ",26  
38,리비아,75 ,3  
39,모로코,"7,495 ",200  
40,오만,"8,118 ",37  
41,카타르,"47,207 ",28  
42,사우디아라비아,"76,726 ",411  
43,시리아,121 ,4  
44,튀니지,"1,051 ",48  
45,이스라엘,"16,743 ",281  
46,아랍에미리트,"31,086 ",253  
47,알제리,"8,503 ",609  
48,예멘,237 ,45  
49,미국,"1,680,310 ","98,875 "
50,캐나다,"85,998 ","6,566  "
51,멕시코,"71,105 ","7,633 "
52,파나마,"10,926 ",306  
53,온두라스,"3,950 ",180  
54,과테말라,"3,424 ",58  
55,코스타리카,930 ,10  
56,엘살바도르,"1,983 ",35  
57,벨리즈,18 ,2  
58,니카라과,279 ,17  
59,도미니카공화국,"15,073 ",460 
60,쿠바,"1,947 ",82  
61,자메이카,552 ,9  
62,트리니다드토바고,116 ,8  
63,아이티,958 ,27  
64,바하마,100 ,11  
65,바베이도스,92 ,7  
66,앤티가바부다,25 ,3  
67,그레나다,22 ,0  
68,세인트루시아,18 ,0  
69,세인트빈센트그레나딘,18 ,0  
70,도미니카연방,16 ,0  
71,세인트키츠네비스,15 ,0  
72,브라질,"391,222 ","24,512 "
73,페루,"129,751 ","3,788  "
74,에콰도르,"37,355 ","3,203  "
75,칠레,"77,961 ",806  
76,콜롬비아 ,"21,175 ",727  
77,아르헨티나,"12,076 ",452  
78,볼리비아,"6,263 ",250  
79,우루과이,769 ,22  
80,파라과이,865 ,11  
81,베네수엘라,"1,121 ",10  
82,가이아나,135 ,10  
83,수리남,11 ,1  
84,이탈리아,"230,555 ","32,955 "
85,독일,"181,200 ","8,372  "
86,프랑스,"145,555 ","28,530  "
87,영국,"265,227 ","37,048  "
88,스페인,"236,259 ","27,117  "
89,오스트리아,"16,500 ",643  
90,크로아티아,"2,244 ",100  
91,핀란드,"6,599 ",308  
92,스웨덴,"34,440 ","4,125  "
93,스위스,"30,761 ","1,648  "
94,벨기에,"57,455 ","9,334  "
95,덴마크,"11,387 ",563  
96,에스토니아,"1,824 ",65  
97,조지아,732 ,12  
98,그리스,"2,882 ",172  
99,북마케도니아,"1,999 ",113  
100,노르웨이,"8,352 ",235  
101,루마니아,"18,427 ","1,210  "
102,네덜란드,"45,578 ","5,856  "
103,벨라루스,"37,144 ",204  
104,리투아니아,"1,635 ",63  
105,산마리노,672 ,41  
106,아제르바이잔,"4,271 ",51  
107,아이슬란드,"1,804 ",10  
108,모나코,98 ,1  
109,룩셈부르크,"3,993 ",110  
110,아르메니아,"7,402 ",91  
111,아일랜드,"24,735 ","1,615  "
112,체코,"9,002 ",317  
113,포르투갈,"31,007 ","1,342  "
114,라트비아,"1,049 ",22  
115,안도라,763 ,51  
116,폴란드,"22,074 ","1,024  "
117,우크라이나,"21,584 ",644  
118,헝가리,"3,771 ",499  
119,보스니아 헤르체고비나,"2,405 ",145  
120,슬로베니아,"1,509 ",107  
121,리히텐슈타인,83 ,1  
122,세르비아,"11,193 ",239  
123,슬로바키아,"1,511 ",28  
124,불가리아,"2,433 ",130  
125,몰타,611 ,6  
126,몰도바,"7,149 ",265  
127,알바니아,"1,029 ",33  
128,사이프러스,937 ,17  
129,터키,"158,762 ","4,397  "
130,몬테네그로,324 ,9  
131,코소보,"1,038 ",30  
132,호주,"7,118 ",102 
133,뉴질랜드,"1,154 ",21  
134,피지,18 ,0  
135,파푸아뉴기니,8 ,0  
136,나이지리아,"8,068 ",233 
137,세네갈,"3,130 ",35  
138,카메룬,"4,890 ",165  
139,남아프리카공화국,"23,615 ",481  
140,토고,386 ,13  
141,부르키나파소,841 ,52  
142,DR콩고,"2,304 ",66  
143,코트디부아르,"2,423 ",30  
144,수단,"3,976 ",170  
145,에티오피아,655 ,5  
146,가봉,"2,135 ",14  
147,가나,"6,808 ",32  
148,기니,"3,322 ",20  
149,케냐,"1,286 ",52  
150,나미비아,21 ,0  
151,중앙아프리카공화국,652 ,1  
152,콩고,531 ,17  
153,적도기니,"1,043 ",12  
154,에스와티니,256 ,2  
155,모리타니아,262 ,9  
156,르완다,336 ,0  
157,세이쉘,11 ,0  
158,베냉,191 ,3  
159,라이베리아,265 ,26  
160,탄자니아,509 ,21  
161,지부티,"2,468 ",14  
162,감비아,25 ,1  
163,잠비아,920 ,7  
164,모리셔스,334 ,10  
165,차드,687 ,61  
166,니제르,951 ,62  
167,카보베르데,390 ,3  
168,짐바브웨,56 ,4  
169,소말리아,"1,711 ",67  
170,마다가스카르,542 ,2  
171,앙골라,69 ,4  
172,에리트레아,39 ,0  
173,우간다,304 ,0  
174,모잠비크,209 ,1  
175,기니비사우,"1,173 ",6  
