,0,1,2
0,지역 및 국가,발생,사망
1,중국,"81,669 ","3,329 "
2,홍콩,862 ,4  
3,대만,355 ,5  
4,마카오,44 ,0  
5,일본,"3,271 ",70  
6,싱가포르,"1,189 ",6  
7,태국,"1,978 ",19  
8,말레이시아,"3,333 ",53  
9,베트남,239 ,0  
10,인도,"2,301 ",56  
11,필리핀,"3,018 ",107  
12,캄보디아,114 ,0  
13,네팔,6 ,0  
14,러시아,"4,149 ",34  
15,스리랑카,151 ,4  
16,아프가니스탄,269 ,5  
17,파키스탄,"2,450 ",35  
18,인도네시아,"1,986 ",181  
19,부탄,5 ,0  
20,몰디브,19 ,0  
21,방글라데시,61 ,6  
22,브루나이,134 ,1  
23,몽골,14 ,0  
24,카자흐스탄,460 ,3 
25,우즈베키스탄,241 ,2 
26,키르기스스탄,144 ,1 
27,동티모르,1 ,0 
28,미얀마,20 ,1 
29,라오스,10 ,0 
30,이란,"55,743 ","3,452 "
31,쿠웨이트,479 ,1  
32,바레인,688 ,4  
33,아랍에미리트,"1,505 ",10  
34,이라크,878 ,56  
35,오만,277 ,1  
36,레바논,520 ,17  
37,이스라엘,"7,030 ",36  
38,이집트,985 ,66  
39,알제리,986 ,83  
40,카타르,"1,075 ",3  
41,요르단,310 ,5  
42,튀니지,495 ,18  
43,사우디아라비아,"2,179 ",29  
44,모로코,858 ,50  
45,시리아,16 ,2 
46,리비아,17,1
47,미국,"308,533 ","8,376 "
48,캐나다,"13,904 ",231  
49,브라질,"10,278 ",432  
50,멕시코,"1,510 ",50  
51,에콰도르,"3,163 ",120  
52,도미니카공화국,"1,488 ",68  
53,아르헨티나,"1,265 ",37  
54,칠레,"3,737 ",22  
55,콜롬비아,"1,161 ",19  
56,페루,"1,414 ",51  
57,코스타리카,375 ,2  
58,파라과이,92 ,3  
59,파나마,"1,475 ",37  
60,볼리비아,132 ,9 
61,자메이카,47 ,3 
62,온두라스,222 ,15 
63,세인트빈센트그레나딘,3 ,0 
64,쿠바,269 ,6 
65,가이아나,19 ,4 
66,베네수엘라,144 ,3 
67,앤티가바부다,7 ,0 
68,트리니다드토바고,97 ,6 
69,우루과이,350 ,4 
70,세인트루시아,13 ,0 
71,수리남,10 ,0 
72,과테말라,50 ,1 
73,바하마,24 ,3 
74,엘살바도르,46,2
75,바베이도스,45 ,0 
76,니카라과,5,1
77,아이티,18 ,0 
78,그레나다,10,0
79,벨리즈,3 ,0 
80,도미니카연방,11 ,0 
81,세인트키츠네비스,8 ,0 
82,이탈리아,"124,632 ","15,362 "
83,독일,"96,092 ","1,444  "
84,프랑스,"68,605 ","7,560  "
85,영국,"41,903 ","4,313  "
86,스페인,"124,736 ","11,744  "
87,오스트리아,"11,662 ",186  
88,크로아티아,"1,079 ",8  
89,핀란드,"1,615 ",20  
90,스웨덴,"6,078 ",333  
91,스위스,"20,278 ",540  
92,벨기에,"18,431 ","1,283  "
93,덴마크,"3,757 ",139  
94,에스토니아,961 ,12  
95,조지아,157 ,0  
96,그리스,"1,613 ",59  
97,북마케도니아,430 ,12  
98,노르웨이,"5,208 ",44  
99,루마니아,"3,183 ",133  
100,네덜란드,"16,627 ","1,651  "
101,벨라루스,254 ,4  
102,리투아니아,771 ,9  
103,산마리노,252 ,32  
104,아제르바이잔,443 ,5  
105,아이슬란드,"1,364 ",4  
106,모나코,37 ,0  
107,룩셈부르크,"2,612 ",31  
108,아르메니아,736 ,7  
109,아일랜드,"4,273 ",120  
110,체코,"4,190 ",53  
111,포르투갈,"10,524 ",266  
112,라트비아,493 ,1  
113,안도라,442 ,16  
114,폴란드,"3,383 ",71  
115,우크라이나,"1,096 ",28  
116,헝가리,678 ,32  
117,보스니아 헤르체고비나,586 ,18  
118,슬로베니아,934 ,20  
119,리히텐슈타인,76 ,0  
120,세르비아,"1,476 ",39  
121,슬로바키아,450 ,0  
122,불가리아,485 ,14  
123,몰타,202 ,0  
124,몰도바,591 ,9  
125,알바니아,333 ,17  
126,사이프러스,396 ,11  
127,터키,"23,934 ",501 
128,몬테네그로,160 ,2 
129,코소보,132,1
130,호주,"5,454 ",28 
131,뉴질랜드,824 ,1  
132,피지,7 ,0 
133,파푸아뉴기니,1 ,0 
134,나이지리아,190 ,2 
135,세네갈,207 ,1  
136,카메룬,246 ,7  
137,남아프리카공화국,"1,505 ",7  
138,토고,39 ,2  
139,부르키나파소,261 ,14 
140,DR콩고,134 ,13 
141,코트디부아르,203 ,1 
142,수단,10 ,2 
143,에티오피아,35 ,0 
144,가봉,21 ,1 
145,가나,204 ,5 
146,기니,52 ,0 
147,케냐,122 ,3 
148,나미비아,13 ,0 
149,중앙아프리카공화국,8 ,0 
150,콩고,41 ,3 
151,적도기니,15 ,0 
152,에스와티니,9 ,0 
153,모리타니아,6 ,1 
154,르완다,89 ,0 
155,세이쉘,10 ,0 
156,베냉,13 ,0 
157,라이베리아,7 ,0 
158,탄자니아,20 ,1 
159,지부티,50 ,0 
160,감비아,4 ,1 
161,잠비아,39 ,1 
162,모리셔스,186 ,7 
163,차드,7 ,0 
164,니제르,98 ,5 
165,카보베르데,5 ,1 
166,짐바브웨,9 ,1 
167,소말리아,5 ,0 
168,마다가스카르,65 ,0 
169,앙골라,10 ,2 
170,에리트레아,20 ,0 
171,우간다,45 ,0 
172,모잠비크,10,0
173,기니비사우,15 ,0 
174,말리,36 ,3 
175,보츠와나,4 ,1 
176,브룬디,3 ,0 
177,시에라리온,2 ,0 
178,말라위,3 ,0 
179,일본 크루즈,712 ,7 
180,팔레스타인 ,205 ,1  
181,지브롤터,95 ,1  
182,세인트마틴,22 ,2  
183,생바르텔레미,6 ,0  
184,바티칸,7 ,0  
185,마르티니크,138 ,3  
186,프랑스령 기아나,57 ,0  
187,패로제도,179 ,0  
188,건지섬,114 ,2  
189,프랑스령 폴리네시아,39 ,0  
190,저지섬,118 ,2  
191,프랑스령 레위니옹,321 ,0  
192,과들루프,130 ,7  
193,케이맨제도,28 ,1  
194,퀴라소,11 ,1  
195,마요트,128 ,2  
196,푸에르토리코,378 ,15 
197,괌,84 ,3 
198,미국령 버진아일랜드,37 ,0 
199,아루바,62 ,0 
200,버뮤다,35 ,0 
201,신트마르틴,23 ,2 
202,몬트세라트,5 ,0 
203,뉴칼레도니아,18 ,0 
204,그린랜드,10 ,0 
205,맨섬,114 ,1 
206,터크스 케이커스 제도,5 ,0 
207,앵귈라,3 ,0 
208,영국령 버진아일랜드,3 ,0 
209,북마리아나제도,8 ,1 
210,카리브 네덜란드,2 ,0 
211,합계,"1,154,271","63,580"
