,0,1,2
0,지역 및 국가,발생,사망
1,중국,"81,953 ","3,339 "
2,홍콩,990 ,4  
3,대만,382 ,6  
4,마카오,45 ,0  
5,일본,"6,005 ",94  
6,싱가포르,"2,108 ",7  
7,태국,"2,473 ",33  
8,말레이시아,"4,228 ",67  
9,베트남,255 ,0  
10,인도,"6,412 ",199  
11,필리핀,"4,076 ",203  
12,캄보디아,118 ,0  
13,네팔,9 ,0  
14,러시아,"11,917 ",94  
15,스리랑카,190 ,7  
16,아프가니스탄,521 ,15  
17,파키스탄,"4,695 ",66  
18,인도네시아,"3,512 ",306  
19,부탄,5 ,0  
20,몰디브,19 ,0  
21,방글라데시,330 ,21  
22,브루나이,135 ,1  
23,몽골,16 ,0  
24,카자흐스탄,802 ,9 
25,우즈베키스탄,624 ,3 
26,키르기스스탄,298 ,5 
27,동티모르,1 ,0 
28,미얀마,27 ,3 
29,라오스,15 ,0 
30,이란,"68,192 ","4,232 "
31,쿠웨이트,993 ,1  
32,바레인,913 ,6  
33,아랍에미리트,"2,990 ",14  
34,이라크,"1,279 ",70  
35,오만,484 ,3  
36,레바논,609 ,20  
37,이스라엘,"9,755 ",79  
38,이집트,"1,699 ",118  
39,알제리,"1,666 ",235  
40,카타르,"2,512 ",6  
41,요르단,372 ,7  
42,튀니지,643 ,25  
43,사우디아라비아,"3,651 ",47  
44,모로코,"1,431 ",105  
45,시리아,19 ,2 
46,리비아,24,1
47,미국,"495,535 ","18,586 "
48,캐나다,"21,226 ",531  
49,브라질,"19,638 ","1,056  "
50,멕시코,"3,181 ",174  
51,에콰도르,"4,965 ",272  
52,도미니카공화국,"2,349 ",118  
53,아르헨티나,"1,795 ",67  
54,칠레,"5,972 ",57  
55,콜롬비아,"2,054 ",55  
56,페루,"4,342 ",121  
57,코스타리카,502 ,3  
58,파라과이,124 ,5  
59,파나마,"2,528 ",63  
60,볼리비아,264 ,18 
61,자메이카,63 ,3 
62,온두라스,343 ,23 
63,세인트빈센트그레나딘,8 ,0 
64,쿠바,515 ,15 
65,가이아나,37 ,6 
66,베네수엘라,166 ,7 
67,앤티가바부다,19 ,2 
68,트리니다드토바고,109 ,8 
69,우루과이,456 ,7 
70,세인트루시아,14 ,0 
71,수리남,10 ,0 
72,과테말라,95 ,3 
73,바하마,40 ,7 
74,엘살바도르,103,5
75,바베이도스,63 ,3 
76,니카라과,6,1
77,아이티,30 ,2 
78,그레나다,12,0
79,벨리즈,9 ,1 
80,도미니카연방,15 ,0 
81,세인트키츠네비스,11 ,0 
82,이탈리아,"147,577 ","18,849 "
83,독일,"122,171 ","2,767  "
84,프랑스,"90,276 ","13,157  "
85,영국,"73,758 ","8,958  "
86,스페인,"157,022 ","15,843  "
87,오스트리아,"13,492 ",319  
88,크로아티아,"1,407 ",20  
89,핀란드,"2,605 ",42  
90,스웨덴,"9,141 ",793  
91,스위스,"24,308 ",805  
92,벨기에,"26,667 ","3,019  "
93,덴마크,"5,635 ",237  
94,에스토니아,"1,207 ",24  
95,조지아,230 ,3  
96,그리스,"1,955 ",86  
97,북마케도니아,663 ,30  
98,노르웨이,"6,160 ",88  
99,루마니아,"5,202 ",229  
100,네덜란드,"23,097 ","2,511  "
101,벨라루스,"1,066 ",13  
102,리투아니아,955 ,15  
103,산마리노,344 ,34  
104,아제르바이잔,926 ,9  
105,아이슬란드,"1,648 ",6  
106,모나코,54 ,0  
107,룩셈부르크,"3,115 ",52  
108,아르메니아,937 ,11  
109,아일랜드,"7,393 ",263  
110,체코,"5,569 ",112  
111,포르투갈,"15,472 ",435  
112,라트비아,589 ,2  
113,안도라,589 ,26  
114,폴란드,"5,575 ",174  
115,우크라이나,"2,203 ",69  
116,헝가리,"1,190 ",77  
117,보스니아 헤르체고비나,875 ,36  
118,슬로베니아,"1,124 ",43  
119,리히텐슈타인,79 ,1  
120,세르비아,"2,867 ",65  
121,슬로바키아,701 ,2  
122,불가리아,624 ,24  
123,몰타,337 ,2  
124,몰도바,"1,289 ",29  
125,알바니아,416 ,23  
126,사이프러스,564 ,15  
127,터키,"47,029 ","1,006 "
128,몬테네그로,252 ,2 
129,코소보,227,7
130,호주,"6,152 ",208 
131,뉴질랜드,"1,015 ",1  
132,피지,15 ,0 
133,파푸아뉴기니,2 ,0 
134,나이지리아,288 ,7 
135,세네갈,250 ,2  
136,카메룬,730 ,10  
137,남아프리카공화국,"1,934 ",18  
138,토고,73 ,3  
139,부르키나파소,414 ,19 
140,DR콩고,215 ,20 
141,코트디부아르,384 ,3 
142,수단,15 ,2 
143,에티오피아,56 ,2 
144,가봉,44 ,1 
145,가나,313 ,6 
146,기니,194 ,0 
147,케냐,184 ,7 
148,나미비아,16 ,0 
149,중앙아프리카공화국,10 ,0 
150,콩고,60 ,5 
151,적도기니,18 ,0 
152,에스와티니,12 ,0 
153,모리타니아,6 ,1 
154,르완다,113 ,0 
155,세이쉘,11 ,0 
156,베냉,30 ,1 
157,라이베리아,31 ,4 
158,탄자니아,25 ,1 
159,지부티,150 ,1 
160,감비아,4 ,1 
161,잠비아,39 ,1 
162,모리셔스,314 ,7 
163,차드,11 ,0 
164,니제르,410 ,11 
165,카보베르데,7 ,1 
166,짐바브웨,11 ,3 
167,소말리아,12 ,1 
168,마다가스카르,95 ,0 
169,앙골라,19 ,2 
170,에리트레아,33 ,0 
171,우간다,53 ,0 
172,모잠비크,17,0
173,기니비사우,35 ,0 
174,말리,59 ,7 
175,보츠와나,13 ,1 
176,브룬디,3 ,0 
177,시에라리온,7 ,0 
178,말라위,8 ,0 
179,남수단,3 ,0 
180,상투메프린시페,4 ,0 
181,일본 크루즈,712 ,7 
182,팔레스타인 ,266 ,2  
183,지브롤터,113 ,1  
184,세인트마틴,32 ,2  
185,생바르텔레미,6 ,0  
186,바티칸,8 ,0  
187,마르티니크,154 ,6  
188,프랑스령 기아나,83 ,0  
189,패로제도,184 ,0  
190,건지섬,181 ,5  
191,프랑스령 폴리네시아,51 ,0  
192,저지섬,170 ,3  
193,프랑스령 레위니옹,376 ,0  
194,과들루프,141 ,8  
195,케이맨제도,45 ,2  
196,퀴라소,14 ,1  
197,마요트,191 ,2  
198,푸에르토리코,683 ,33 
199,괌,128 ,4 
200,미국령 버진아일랜드,46 ,1 
201,아루바,82 ,0 
202,버뮤다,39 ,3 
203,신트마르틴,43 ,8 
204,몬트세라트,8 ,0 
205,뉴칼레도니아,18 ,0 
206,그린랜드,11 ,0 
207,맨섬,165 ,1 
208,터크스 케이커스 제도,8 ,1 
209,앵귈라,3 ,0 
210,영국령 버진아일랜드,3 ,0 
211,북마리아나제도,11 ,2 
212,카리브 네덜란드,2 ,0 
213,포클랜드제도,5 ,0 
214,생피에르미클롱,1 ,0 
215,합계,"1,630,474","101,454"
